<<<<<<< HEAD
03:11:34.314 | Info | '/api/user/login' | 
03:11:36.106 | Info | '/transaction/gettourbyuserid' | 
03:11:38.354 | Info | '/transaction/getlastannouncement' | 
03:11:40.502 | Info | '/transaction/getcustomer' | 
03:13:29.006 | Info | '/transaction/getlastannouncement' | 
03:13:33.304 | Info | '/transaction/getcustomer' | 
03:14:07.675 | Info | '/transaction/getEvents' | 
03:15:10.393 | Info | '/transaction/getEvents' | 
03:16:51.888 | Info | '/transaction/getEvents' | 
03:19:14.894 | Info | '/api/user/login' | 
03:19:15.832 | Info | '/transaction/gettourbyuserid' | 
03:19:17.954 | Info | '/transaction/getlastannouncement' | 
03:19:20.233 | Info | '/transaction/getcustomer' | 
03:19:37.351 | Info | '/transaction/getEvents' | 
03:24:31.751 | Info | '/transaction/getEvents' | 
04:07:42.172 | Info | '/transaction/updateEvent' | 
04:10:08.722 | Info | '/transaction/updateEvent' | 
04:25:56.481 | Info | '/api/user/login' | 
04:25:57.414 | Info | '/transaction/gettourbyuserid' | 
04:25:59.456 | Info | '/transaction/getlastannouncement' | 
04:26:15.048 | Info | '/transaction/getcustomer' | 
04:26:32.523 | Info | '/transaction/getEvents' | 
04:26:58.338 | Info | '/transaction/getEvents' | 
=======
03:10:59.655 | Info | '/transaction/myprofile' | 
03:11:13.499 | Info | '/transaction/myprofile' | 
03:11:18.837 | Info | '/transaction/myprofile' | 
03:20:18.427 | Info | '/transaction/myprofile' | 
03:20:27.840 | Info | '/transaction/gettourbyuserid' | 
03:22:19.426 | Info | '/transaction/gettourbyuserid' | 
03:22:22.794 | Info | '/transaction/gettourbyuserid' | 
03:22:26.180 | Info | '/transaction/gettourbyuserid' | 
03:22:27.202 | Info | '/transaction/gettourbyuserid' | 
03:22:28.451 | Info | '/transaction/gettransportbyuserid' | 
03:22:29.761 | Info | '/transaction/gettourbyuserid' | 
03:23:42.195 | Info | '/transaction/gettourbyuserid' | 
03:24:27.191 | Info | '/transaction/gettourbyuserid' | 
03:24:54.255 | Info | '/transaction/gettourbyuserid' | 
03:24:57.126 | Info | '/transaction/gettourbyuserid' | 
03:29:10.150 | Info | '/transaction/getcollabtour' | 
03:29:41.647 | Info | '/transaction/getcollabtour' | 
03:31:58.156 | Info | '/transaction/getcollabtour' | 
03:32:56.145 | Info | '/transaction/getcollabtour' | 
03:34:32.182 | Info | '/transaction/getcollabtour' | 
03:37:12.204 | Info | '/transaction/gettour' | 
03:37:18.167 | Info | '/transaction/gettour' | 
03:37:36.852 | Info | '/transaction/gettour' | 
